shipment_id,batch_id,origin_warehouse_id,destination_id,departure_time,arrival_time,carrier_name,vehicle_id,temperature_min,temperature_max,temperature_avg,humidity_avg,status,route_id,distance_km,created_at
SHP-000861,BAT-000499,WH-0004,OUT-0298,2025-05-14 09:06:55,2025-05-16 22:06:55,ArcticLine Shipping,VH-9632,8.6,12.6,11.5,40.9,rejected,RT-0171,1786.7,2025-05-14 00:06:55
SHP-000862,BAT-000674,WH-0015,WH-0065,2023-02-21 16:57:03,2023-02-23 17:57:03,MedRoute Global,VH-3537,2.1,8.2,4.4,38.3,delayed,RT-0086,3742.9,2023-02-21 05:57:03
SHP-000863,BAT-002573,WH-0061,OUT-0376,2025-05-15 21:28:31,2025-05-19 09:28:31,PharmaLogix,VH-7059,8.0,12.4,11.2,56.9,delivered,RT-0108,1691.4,2025-05-15 14:28:31
SHP-000864,BAT-000847,WH-0007,OUT-0337,2023-08-24 16:44:39,2023-08-26 09:44:39,PharmaLogix,VH-5752,4.4,11.1,7.5,31.7,delayed,RT-0176,1723.4,2023-08-24 07:44:39
SHP-000865,BAT-002457,WH-0135,OUT-0071,2025-09-21 21:38:31,2025-09-23 00:38:31,ArcticLine Shipping,VH-6139,2.7,8.9,5.6,60.4,delivered,RT-0129,2962.4,2025-09-21 00:38:31
SHP-000866,BAT-002010,WH-0049,OUT-0257,2024-10-10 22:31:20,2024-10-11 08:31:20,TempGuard Logistics,VH-1402,8.5,14.3,11.0,67.3,delivered,RT-0065,2096.9,2024-10-10 20:31:20
SHP-000867,BAT-002898,WH-0150,WH-0055,2023-05-08 03:08:07,2023-05-11 20:08:07,ColdChain Express,VH-8720,3.9,7.3,5.7,60.6,rejected,RT-0164,1278.4,2023-05-07 10:08:07
SHP-000868,BAT-000224,WH-0036,OUT-0173,2025-02-11 16:13:04,2025-02-13 17:13:04,BioTransport Inc,VH-6294,4.1,7.6,5.4,30.5,delivered,RT-0182,3193.6,2025-02-10 19:13:04
SHP-000869,BAT-002968,WH-0018,OUT-0434,2024-03-15 23:22:18,2024-03-16 08:22:18,TempGuard Logistics,VH-1888,3.4,8.2,5.3,30.1,delivered,RT-0119,1500.7,2024-03-15 03:22:18
SHP-000870,BAT-001042,WH-0033,OUT-0172,2024-07-10 20:35:58,2024-07-11 02:35:58,BioTransport Inc,VH-7811,8.2,11.7,9.8,42.7,delayed,RT-0189,4261.1,2024-07-09 21:35:58
SHP-000871,BAT-002713,WH-0071,WH-0008,2023-05-26 06:35:56,2023-05-27 10:35:56,PharmaLogix,VH-5670,2.8,7.3,4.3,53.9,delivered,RT-0143,3303.2,2023-05-25 15:35:56
SHP-000872,BAT-002574,WH-0102,OUT-0406,2024-06-29 07:52:52,2024-07-01 04:52:52,PharmaLogix,VH-6357,3.4,9.7,6.3,57.2,delivered,RT-0198,1415.4,2024-06-29 06:52:52
SHP-000873,BAT-002238,WH-0113,OUT-0048,2024-10-19 20:50:36,2024-10-22 09:50:36,VitalMove Corp,VH-2535,5.1,8.6,6.2,60.5,in_transit,RT-0141,1514.0,2024-10-19 17:50:36
SHP-000874,BAT-001302,WH-0136,OUT-0148,2024-11-27 20:19:45,2024-11-30 10:19:45,MedRoute Global,VH-2027,4.5,10.0,8.2,33.3,delivered,RT-0027,2444.0,2024-11-26 23:19:45
SHP-000875,BAT-002467,WH-0018,OUT-0146,2024-03-03 20:50:30,2024-03-07 17:50:30,BioTransport Inc,VH-9830,3.4,6.2,5.0,44.3,in_transit,RT-0173,2875.0,2024-03-03 18:50:30
SHP-000876,BAT-002616,WH-0011,OUT-0010,2025-01-17 23:03:36,2025-01-18 16:03:36,LifeLine Logistics,VH-9127,-0.4,3.6,2.5,41.4,delivered,RT-0094,251.1,2025-01-17 00:03:36
SHP-000877,BAT-001698,WH-0045,OUT-0412,2024-09-17 14:01:59,2024-09-18 04:01:59,PrecisionCold Transport,VH-7573,1.8,6.4,2.9,34.8,delayed,RT-0158,3629.7,2024-09-16 18:01:59
SHP-000878,BAT-000175,WH-0015,OUT-0325,2023-12-26 10:11:38,2023-12-27 10:11:38,MedRoute Global,VH-8506,1.7,6.1,4.3,46.6,rejected,RT-0164,3052.2,2023-12-26 07:11:38
SHP-000879,BAT-002415,WH-0025,WH-0061,2025-11-21 14:58:23,2025-11-22 21:58:23,LifeLine Logistics,VH-4486,6.0,9.1,7.8,57.2,delivered,RT-0033,4278.0,2025-11-20 19:58:23
SHP-000880,BAT-002865,WH-0067,OUT-0195,2025-12-10 09:00:05,2025-12-11 01:00:05,BioTransport Inc,VH-1722,7.9,11.7,10.1,37.3,in_transit,RT-0005,1901.0,2025-12-09 15:00:05
SHP-000881,BAT-000502,WH-0012,OUT-0083,2025-12-18 11:55:48,2025-12-23 08:55:48,PharmaLogix,VH-7226,9.7,13.5,10.9,36.0,delivered,RT-0006,1051.9,2025-12-18 02:55:48
SHP-000882,BAT-000233,WH-0077,OUT-0066,2023-04-19 14:55:34,2023-04-22 14:55:34,MedRoute Global,VH-3227,1.1,5.9,4.0,49.9,delivered,RT-0092,4505.7,2023-04-18 14:55:34
SHP-000883,BAT-002571,WH-0082,OUT-0421,2023-02-25 18:59:24,2023-02-27 16:59:24,VitalMove Corp,VH-4223,1.5,7.5,5.4,40.6,delivered,RT-0103,1462.5,2023-02-25 06:59:24
SHP-000884,BAT-000374,WH-0064,OUT-0130,2023-02-07 17:13:46,2023-02-10 09:13:46,ColdChain Express,VH-9830,-1.7,2.9,-0.2,56.2,delivered,RT-0144,2598.1,2023-02-07 08:13:46
SHP-000885,BAT-000270,WH-0077,OUT-0417,2025-04-15 19:39:47,2025-04-17 03:39:47,PharmaLogix,VH-1544,-3.4,1.6,-0.1,33.9,delivered,RT-0103,691.0,2025-04-14 22:39:47
SHP-000886,BAT-000340,WH-0063,WH-0021,2023-12-24 13:25:59,2023-12-25 19:25:59,PharmaLogix,VH-7086,8.9,13.8,10.3,31.7,delayed,RT-0003,1970.1,2023-12-24 03:25:59
SHP-000887,BAT-002229,WH-0026,OUT-0337,2024-11-23 07:10:51,2024-11-24 13:10:51,SafeShip Pharma,VH-5091,4.8,9.0,7.9,32.8,in_transit,RT-0120,255.8,2024-11-22 16:10:51
SHP-000888,BAT-002940,WH-0139,OUT-0461,2023-09-01 13:53:01,2023-09-05 13:53:01,SafeShip Pharma,VH-6382,-0.7,2.1,1.0,46.2,delivered,RT-0159,2591.2,2023-08-31 18:53:01
SHP-000889,BAT-000785,WH-0071,OUT-0500,2025-07-11 15:55:11,2025-07-14 06:55:11,ColdChain Express,VH-6214,0.6,6.4,3.1,47.3,delivered,RT-0016,1264.9,2025-07-11 14:55:11
SHP-000890,BAT-001428,WH-0031,OUT-0009,2023-09-15 21:01:07,2023-09-19 05:01:07,ArcticLine Shipping,VH-8679,3.7,6.5,4.9,54.1,in_transit,RT-0016,4652.8,2023-09-15 04:01:07
SHP-000891,BAT-002594,WH-0136,OUT-0424,2024-02-12 15:44:29,2024-02-16 23:44:29,MedFreight Solutions,VH-7636,2.3,5.7,4.3,44.2,delivered,RT-0072,1107.5,2024-02-12 05:44:29
SHP-000892,BAT-002767,WH-0038,OUT-0428,2023-03-08 12:52:19,2023-03-10 17:52:19,TempGuard Logistics,VH-5739,8.8,13.8,12.4,53.7,in_transit,RT-0004,1019.6,2023-03-08 06:52:19
SHP-000893,BAT-002543,WH-0148,OUT-0192,2024-03-19 16:12:10,2024-03-23 16:12:10,MedRoute Global,VH-8880,8.1,12.1,10.2,57.9,delivered,RT-0178,4494.8,2024-03-19 12:12:10
SHP-000894,BAT-000701,WH-0026,WH-0070,2023-09-12 04:11:02,2023-09-12 10:11:02,VitalMove Corp,VH-7999,-0.1,5.0,2.5,40.7,in_transit,RT-0031,4240.7,2023-09-11 16:11:02
SHP-000895,BAT-002510,WH-0055,OUT-0493,2024-01-26 05:14:49,2024-01-27 00:14:49,VitalMove Corp,VH-2873,-2.4,2.4,0.6,69.6,delivered,RT-0170,2063.3,2024-01-25 05:14:49
SHP-000896,BAT-001249,WH-0018,WH-0097,2023-05-17 16:10:01,2023-05-20 20:10:01,ColdChain Express,VH-2613,1.9,5.3,4.3,62.6,delivered,RT-0172,4502.0,2023-05-16 23:10:01
SHP-000897,BAT-002247,WH-0086,OUT-0367,2025-06-08 13:03:16,2025-06-11 23:03:16,VitalMove Corp,VH-2139,5.3,11.4,7.7,63.7,delayed,RT-0016,2515.8,2025-06-08 00:03:16
SHP-000898,BAT-001109,WH-0048,WH-0102,2023-07-03 19:32:29,2023-07-06 19:32:29,ColdChain Express,VH-4801,3.2,8.3,5.1,58.6,delivered,RT-0071,3326.2,2023-07-03 15:32:29
SHP-000899,BAT-001945,WH-0050,OUT-0262,2024-10-31 17:10:04,2024-11-03 00:10:04,ColdChain Express,VH-3455,3.4,6.7,5.1,68.9,delayed,RT-0075,1346.7,2024-10-30 23:10:04
SHP-000900,BAT-001523,WH-0139,OUT-0352,2025-06-21 13:35:05,2025-06-24 22:35:05,SafeShip Pharma,VH-9319,7.5,14.7,11.3,51.1,delivered,RT-0031,4298.9,2025-06-21 04:35:05
SHP-000901,BAT-002793,WH-0107,OUT-0149,2023-04-08 23:24:52,2023-04-11 18:24:52,MedRoute Global,VH-7149,3.6,8.2,6.9,55.6,delivered,RT-0111,3511.1,2023-04-08 13:24:52
SHP-000902,BAT-001130,WH-0021,OUT-0055,2023-01-29 16:08:28,2023-02-03 04:08:28,BioTransport Inc,VH-6138,1.6,6.1,2.8,32.0,rejected,RT-0069,2356.2,2023-01-29 10:08:28
SHP-000903,BAT-001892,WH-0108,WH-0090,2024-09-06 20:28:39,2024-09-07 17:28:39,TempGuard Logistics,VH-6445,5.6,9.3,7.3,41.5,delivered,RT-0090,1670.4,2024-09-06 16:28:39
SHP-000904,BAT-002571,WH-0005,WH-0104,2023-12-15 22:01:05,2023-12-18 02:01:05,VitalMove Corp,VH-7177,5.1,9.7,6.9,60.0,delivered,RT-0145,3686.3,2023-12-15 01:01:05
SHP-000905,BAT-000129,WH-0021,OUT-0167,2024-10-29 20:31:39,2024-11-01 08:31:39,PrecisionCold Transport,VH-5727,1.8,6.5,3.5,48.0,in_transit,RT-0013,3935.6,2024-10-29 14:31:39
SHP-000906,BAT-001275,WH-0038,OUT-0370,2024-08-07 14:04:02,2024-08-11 00:04:02,PrecisionCold Transport,VH-2146,-0.6,5.4,2.9,45.6,delayed,RT-0009,1395.5,2024-08-07 06:04:02
SHP-000907,BAT-001915,WH-0111,OUT-0489,2025-09-07 07:40:19,2025-09-09 18:40:19,ArcticLine Shipping,VH-4823,3.0,7.6,4.8,55.8,in_transit,RT-0081,2233.5,2025-09-07 05:40:19
SHP-000908,BAT-000372,WH-0045,OUT-0413,2024-09-25 08:58:55,2024-09-28 02:58:55,PharmaLogix,VH-2146,2.6,7.0,6.0,35.7,delivered,RT-0018,4832.7,2024-09-24 14:58:55
SHP-000909,BAT-002857,WH-0056,OUT-0069,2023-05-10 20:40:07,2023-05-11 04:40:07,SafeShip Pharma,VH-7947,7.0,11.4,8.5,46.0,delayed,RT-0189,1467.3,2023-05-10 19:40:07
SHP-000910,BAT-002724,WH-0060,OUT-0243,2023-10-05 08:57:51,2023-10-08 11:57:51,TempGuard Logistics,VH-9432,3.9,7.5,5.3,59.0,delivered,RT-0119,3505.3,2023-10-04 13:57:51
SHP-000911,BAT-001784,WH-0132,OUT-0231,2025-01-13 03:07:23,2025-01-13 15:07:23,ArcticLine Shipping,VH-9319,0.2,7.3,4.2,61.7,delivered,RT-0087,860.1,2025-01-12 09:07:23
SHP-000912,BAT-002234,WH-0057,OUT-0059,2025-09-20 09:14:11,2025-09-21 09:14:11,LifeLine Logistics,VH-8467,7.4,13.2,9.4,48.6,in_transit,RT-0170,2857.5,2025-09-20 04:14:11
SHP-000913,BAT-001929,WH-0115,WH-0150,2023-09-14 18:45:45,2023-09-19 11:45:45,PrecisionCold Transport,VH-4759,1.1,5.5,3.1,62.6,delayed,RT-0114,795.6,2023-09-14 04:45:45
SHP-000914,BAT-002743,WH-0124,OUT-0161,2025-06-24 10:25:43,2025-06-29 03:25:43,VitalMove Corp,VH-7226,1.7,7.0,5.4,56.4,delivered,RT-0149,4252.9,2025-06-23 11:25:43
SHP-000915,BAT-001526,WH-0135,OUT-0072,2025-02-19 18:16:04,2025-02-21 09:16:04,PrecisionCold Transport,VH-1046,1.5,4.6,3.1,56.7,delivered,RT-0079,4051.0,2025-02-19 10:16:04
SHP-000916,BAT-002637,WH-0125,OUT-0323,2025-12-19 09:55:21,2025-12-21 15:55:21,ColdChain Express,VH-6135,1.8,5.9,2.9,67.0,delivered,RT-0019,1248.8,2025-12-18 16:55:21
SHP-000917,BAT-000749,WH-0132,OUT-0387,2023-03-19 18:01:41,2023-03-24 01:01:41,LifeLine Logistics,VH-4520,-4.6,-0.6,-1.8,49.7,delivered,RT-0139,1179.3,2023-03-18 19:01:41
SHP-000918,BAT-001245,WH-0023,OUT-0283,2023-03-23 04:25:12,2023-03-24 20:25:12,ColdChain Express,VH-5927,10.1,13.7,11.2,39.1,delivered,RT-0042,2721.2,2023-03-22 21:25:12
SHP-000919,BAT-001837,WH-0066,OUT-0151,2025-08-10 00:45:57,2025-08-11 04:45:57,TempGuard Logistics,VH-7226,3.7,7.7,5.7,36.4,rejected,RT-0166,2293.5,2025-08-09 15:45:57
SHP-000920,BAT-000126,WH-0067,OUT-0091,2023-09-24 09:52:17,2023-09-25 17:52:17,PrecisionCold Transport,VH-9127,7.7,12.6,10.2,41.2,delivered,RT-0054,129.1,2023-09-23 13:52:17
SHP-000921,BAT-001897,WH-0029,OUT-0097,2025-09-11 12:43:25,2025-09-13 15:43:25,PrecisionCold Transport,VH-2396,3.1,9.3,6.9,67.4,delivered,RT-0174,4399.4,2025-09-10 19:43:25
SHP-000922,BAT-001452,WH-0133,WH-0074,2024-07-22 17:46:25,2024-07-24 07:46:25,PrecisionCold Transport,VH-2190,4.8,8.7,6.4,36.8,in_transit,RT-0155,1978.8,2024-07-22 02:46:25
SHP-000923,BAT-002261,WH-0088,OUT-0308,2025-10-02 15:01:51,2025-10-03 18:01:51,MedRoute Global,VH-3319,6.1,10.3,8.0,40.3,delivered,RT-0118,1676.7,2025-10-02 03:01:51
SHP-000924,BAT-001758,WH-0017,WH-0040,2023-01-12 10:01:02,2023-01-15 12:01:02,TempGuard Logistics,VH-4763,0.2,6.4,3.9,36.1,rejected,RT-0179,1667.1,2023-01-12 05:01:02
SHP-000925,BAT-002388,WH-0102,OUT-0179,2025-02-21 18:44:21,2025-02-26 17:44:21,SafeShip Pharma,VH-8883,0.8,4.2,3.0,53.0,rejected,RT-0006,1797.8,2025-02-21 17:44:21
SHP-000926,BAT-002210,WH-0097,OUT-0495,2024-10-28 03:46:11,2024-10-30 05:46:11,ArcticLine Shipping,VH-2652,-1.6,3.5,0.6,50.9,rejected,RT-0036,878.9,2024-10-27 16:46:11
SHP-000927,BAT-002719,WH-0054,OUT-0066,2024-07-07 10:44:32,2024-07-12 10:44:32,ColdChain Express,VH-3076,-1.4,5.3,1.3,54.5,delayed,RT-0064,647.6,2024-07-06 10:44:32
SHP-000928,BAT-000037,WH-0006,OUT-0195,2024-07-06 10:23:17,2024-07-07 12:23:17,ColdChain Express,VH-4902,-3.4,1.6,-1.7,61.6,rejected,RT-0091,763.1,2024-07-06 03:23:17
SHP-000929,BAT-001865,WH-0075,OUT-0487,2024-04-05 01:20:12,2024-04-09 12:20:12,PrecisionCold Transport,VH-5496,3.3,8.6,5.4,32.7,delivered,RT-0176,2565.3,2024-04-04 12:20:12
SHP-000930,BAT-000486,WH-0076,OUT-0055,2023-10-17 14:45:41,2023-10-19 04:45:41,TempGuard Logistics,VH-1965,5.7,10.6,8.9,30.6,delivered,RT-0020,395.7,2023-10-17 05:45:41
SHP-000931,BAT-001142,WH-0027,OUT-0003,2024-10-29 11:04:38,2024-10-30 14:04:38,MedRoute Global,VH-2071,-2.2,4.7,1.2,57.0,delayed,RT-0071,3989.1,2024-10-29 04:04:38
SHP-000932,BAT-001132,WH-0016,WH-0031,2023-01-13 05:33:33,2023-01-15 04:33:33,PrecisionCold Transport,VH-5091,7.0,12.0,10.0,46.5,delivered,RT-0135,128.5,2023-01-12 20:33:33
SHP-000933,BAT-002427,WH-0085,WH-0067,2023-06-15 05:42:04,2023-06-15 20:42:04,TempGuard Logistics,VH-4989,1.8,5.5,3.9,40.8,delivered,RT-0005,2108.3,2023-06-14 14:42:04
SHP-000934,BAT-000759,WH-0066,OUT-0295,2025-02-19 04:29:04,2025-02-19 11:29:04,LifeLine Logistics,VH-1788,4.5,9.7,8.1,37.9,in_transit,RT-0125,3620.8,2025-02-18 23:29:04
SHP-000935,BAT-001288,WH-0115,OUT-0026,2023-09-29 09:40:35,2023-10-02 16:40:35,CryoShip Int'l,VH-4849,3.1,6.5,5.1,34.0,delayed,RT-0141,2924.1,2023-09-28 18:40:35
SHP-000936,BAT-002333,WH-0107,OUT-0369,2025-09-05 21:01:41,2025-09-07 20:01:41,SafeShip Pharma,VH-2027,-3.3,2.4,-1.2,37.6,delayed,RT-0184,692.8,2025-09-05 04:01:41
SHP-000937,BAT-000061,WH-0142,OUT-0172,2025-04-29 16:17:12,2025-05-02 19:17:12,CryoShip Int'l,VH-9632,-0.7,4.9,2.1,54.1,delivered,RT-0013,4772.6,2025-04-28 22:17:12
SHP-000938,BAT-002080,WH-0116,OUT-0237,2025-09-18 01:30:05,2025-09-22 06:30:05,LifeLine Logistics,VH-7290,4.0,7.0,5.6,61.0,delivered,RT-0111,2386.6,2025-09-17 04:30:05
SHP-000939,BAT-001124,WH-0119,OUT-0479,2023-06-07 02:43:38,2023-06-09 05:43:38,VitalMove Corp,VH-9240,0.6,4.8,2.4,42.8,delayed,RT-0188,3571.7,2023-06-07 01:43:38
SHP-000940,BAT-000582,WH-0007,OUT-0068,2024-12-24 15:32:59,2024-12-26 21:32:59,TempGuard Logistics,VH-2868,-0.9,3.6,2.2,69.8,delivered,RT-0194,2001.4,2024-12-24 01:32:59
SHP-000941,BAT-001705,WH-0067,WH-0088,2023-02-14 14:07:55,2023-02-17 01:07:55,ColdChain Express,VH-2555,-2.9,1.7,-1.1,44.7,delayed,RT-0162,3193.3,2023-02-13 19:07:55
SHP-000942,BAT-000025,WH-0006,OUT-0240,2023-09-18 09:14:32,2023-09-23 05:14:32,PrecisionCold Transport,VH-7573,2.1,8.4,6.0,61.3,in_transit,RT-0154,821.4,2023-09-18 07:14:32
SHP-000943,BAT-001109,WH-0068,OUT-0439,2023-08-25 03:08:27,2023-08-26 19:08:27,LifeLine Logistics,VH-7226,2.2,6.3,3.7,34.2,delivered,RT-0151,3413.9,2023-08-24 16:08:27
SHP-000944,BAT-001008,WH-0074,WH-0053,2023-06-02 13:24:26,2023-06-06 02:24:26,MedFreight Solutions,VH-9664,4.3,10.3,7.9,54.5,in_transit,RT-0044,138.5,2023-06-02 05:24:26
SHP-000945,BAT-001736,WH-0050,OUT-0122,2024-02-20 18:59:37,2024-02-23 16:59:37,ColdChain Express,VH-8334,4.9,10.6,6.8,61.0,delivered,RT-0026,1088.2,2024-02-19 18:59:37
SHP-000946,BAT-001803,WH-0030,OUT-0110,2024-10-16 07:15:46,2024-10-19 00:15:46,SafeShip Pharma,VH-4759,1.6,5.8,4.5,44.1,delayed,RT-0003,3941.5,2024-10-16 04:15:46
SHP-000947,BAT-001551,WH-0023,OUT-0291,2024-01-15 10:37:10,2024-01-18 13:37:10,MedFreight Solutions,VH-5104,2.4,7.1,5.0,63.9,delivered,RT-0200,4965.7,2024-01-14 16:37:10
SHP-000948,BAT-000951,WH-0011,OUT-0108,2025-03-02 22:32:44,2025-03-07 20:32:44,SafeShip Pharma,VH-5892,7.5,12.1,10.4,59.7,in_transit,RT-0186,2635.6,2025-03-02 02:32:44
SHP-000949,BAT-002092,WH-0101,OUT-0316,2024-05-09 22:11:38,2024-05-14 12:11:38,BioTransport Inc,VH-6445,-2.2,2.4,-0.8,54.0,in_transit,RT-0007,2656.4,2024-05-08 22:11:38
SHP-000950,BAT-002348,WH-0149,WH-0037,2023-01-01 11:26:38,2023-01-05 02:26:38,BioTransport Inc,VH-7557,1.9,5.5,4.4,36.5,rejected,RT-0175,4251.9,2022-12-31 22:26:38
SHP-000951,BAT-000423,WH-0120,OUT-0299,2023-11-01 19:12:11,2023-11-02 12:12:11,VitalMove Corp,VH-9959,4.4,11.6,7.7,38.3,delivered,RT-0122,3337.7,2023-11-01 11:12:11
SHP-000952,BAT-002731,WH-0015,OUT-0383,2025-06-14 15:12:26,2025-06-14 21:12:26,TempGuard Logistics,VH-1888,7.0,13.4,10.7,36.1,in_transit,RT-0031,4332.6,2025-06-13 22:12:26
SHP-000953,BAT-001464,WH-0132,OUT-0395,2023-09-26 07:47:40,2023-09-29 00:47:40,ArcticLine Shipping,VH-4486,4.6,9.5,6.0,46.2,delivered,RT-0014,944.6,2023-09-25 22:47:40
SHP-000954,BAT-002388,WH-0136,WH-0127,2024-02-19 04:29:57,2024-02-23 04:29:57,SafeShip Pharma,VH-5496,5.6,8.9,7.7,34.7,delivered,RT-0076,2708.5,2024-02-18 07:29:57
SHP-000955,BAT-000380,WH-0111,OUT-0365,2024-07-22 06:00:43,2024-07-26 01:00:43,TempGuard Logistics,VH-5661,8.6,14.1,11.5,42.7,delayed,RT-0063,1695.7,2024-07-21 21:00:43
SHP-000956,BAT-001830,WH-0039,WH-0055,2023-07-13 20:06:12,2023-07-14 02:06:12,MedRoute Global,VH-6559,3.1,9.1,5.5,35.1,delivered,RT-0115,1364.2,2023-07-13 09:06:12
SHP-000957,BAT-002684,WH-0068,OUT-0153,2025-09-22 16:06:43,2025-09-27 04:06:43,CryoShip Int'l,VH-5850,3.5,6.2,4.6,50.5,delivered,RT-0061,1489.8,2025-09-22 00:06:43
SHP-000958,BAT-002650,WH-0113,WH-0139,2023-02-05 07:55:05,2023-02-06 10:55:05,LifeLine Logistics,VH-1863,5.1,11.2,7.3,31.7,delayed,RT-0137,3814.5,2023-02-04 23:55:05
SHP-000959,BAT-002024,WH-0004,OUT-0322,2025-03-24 10:51:59,2025-03-29 03:51:59,LifeLine Logistics,VH-1544,4.4,10.9,7.3,35.8,rejected,RT-0142,3474.1,2025-03-24 00:51:59
SHP-000960,BAT-001629,WH-0068,OUT-0429,2025-06-04 22:59:07,2025-06-06 15:59:07,VitalMove Corp,VH-6838,2.2,5.2,4.0,55.0,delayed,RT-0072,3285.8,2025-06-04 03:59:07
SHP-000961,BAT-002359,WH-0098,OUT-0181,2025-11-09 12:10:27,2025-11-14 05:10:27,SafeShip Pharma,VH-8944,-2.2,3.8,0.6,54.8,in_transit,RT-0006,3271.1,2025-11-08 19:10:27
SHP-000962,BAT-000378,WH-0085,OUT-0074,2023-02-06 14:05:49,2023-02-09 08:05:49,SafeShip Pharma,VH-5957,4.2,7.0,5.9,41.4,delayed,RT-0175,4868.6,2023-02-05 20:05:49
SHP-000963,BAT-002514,WH-0001,OUT-0446,2023-04-13 07:55:17,2023-04-15 02:55:17,PharmaLogix,VH-6445,0.0,4.5,1.7,34.6,in_transit,RT-0033,3025.4,2023-04-13 01:55:17
SHP-000964,BAT-000997,WH-0035,OUT-0339,2025-03-10 23:30:02,2025-03-11 07:30:02,MedRoute Global,VH-5661,0.2,5.0,3.7,54.3,in_transit,RT-0146,4023.2,2025-03-10 13:30:02
SHP-000965,BAT-001429,WH-0109,OUT-0360,2025-03-05 14:05:06,2025-03-08 16:05:06,ColdChain Express,VH-2954,2.9,9.7,6.3,54.2,rejected,RT-0087,4676.7,2025-03-05 00:05:06
SHP-000966,BAT-001688,WH-0014,OUT-0399,2025-05-03 17:34:35,2025-05-04 20:34:35,MedRoute Global,VH-1722,7.0,11.4,8.2,65.4,in_transit,RT-0051,2743.5,2025-05-03 06:34:35
SHP-000967,BAT-001293,WH-0079,OUT-0247,2023-11-20 07:58:35,2023-11-24 01:58:35,ArcticLine Shipping,VH-7226,0.4,4.1,2.5,62.1,delayed,RT-0053,2232.8,2023-11-19 11:58:35
SHP-000968,BAT-000150,WH-0084,OUT-0309,2023-07-22 07:48:54,2023-07-26 09:48:54,PrecisionCold Transport,VH-7736,5.3,10.4,8.0,66.6,delivered,RT-0002,4003.8,2023-07-21 13:48:54
SHP-000969,BAT-002094,WH-0006,WH-0042,2025-04-22 08:37:10,2025-04-24 11:37:10,MedFreight Solutions,VH-8882,0.6,7.5,3.9,62.3,in_transit,RT-0075,424.1,2025-04-22 03:37:10
SHP-000970,BAT-002081,WH-0068,OUT-0431,2024-06-11 15:38:14,2024-06-14 18:38:14,TempGuard Logistics,VH-9233,5.2,9.8,6.2,34.6,delivered,RT-0094,2935.2,2024-06-10 23:38:14
SHP-000971,BAT-001484,WH-0100,OUT-0324,2023-07-27 13:30:12,2023-07-31 10:30:12,LifeLine Logistics,VH-9959,0.1,3.9,1.3,50.6,rejected,RT-0056,912.3,2023-07-27 09:30:12
SHP-000972,BAT-001449,WH-0126,OUT-0040,2024-08-24 14:34:43,2024-08-25 15:34:43,SafeShip Pharma,VH-1888,3.0,6.0,4.6,40.3,delivered,RT-0131,314.8,2024-08-23 23:34:43
SHP-000973,BAT-000184,WH-0079,OUT-0312,2024-03-13 18:35:11,2024-03-15 07:35:11,PrecisionCold Transport,VH-2139,4.1,9.6,6.1,62.8,rejected,RT-0186,4704.1,2024-03-13 03:35:11
SHP-000974,BAT-000403,WH-0089,WH-0056,2025-11-07 02:43:02,2025-11-11 14:43:02,CryoShip Int'l,VH-2500,5.1,9.2,7.3,54.7,delivered,RT-0134,1654.0,2025-11-06 21:43:02
SHP-000975,BAT-002278,WH-0121,WH-0095,2024-11-08 04:30:54,2024-11-13 00:30:54,VitalMove Corp,VH-3492,0.5,7.2,3.8,40.3,delivered,RT-0043,3265.9,2024-11-07 19:30:54
SHP-000976,BAT-000969,WH-0085,OUT-0347,2025-07-18 02:20:58,2025-07-21 05:20:58,MedRoute Global,VH-5745,3.5,10.0,6.0,45.3,in_transit,RT-0194,4494.8,2025-07-17 09:20:58
SHP-000977,BAT-000023,WH-0035,OUT-0469,2024-02-08 21:04:20,2024-02-10 17:04:20,LifeLine Logistics,VH-9699,6.7,11.7,8.3,31.1,in_transit,RT-0053,3737.2,2024-02-07 22:04:20
SHP-000978,BAT-001495,WH-0107,OUT-0011,2025-11-03 04:58:04,2025-11-05 21:58:04,TempGuard Logistics,VH-5173,0.2,5.5,1.6,64.2,delivered,RT-0094,3191.3,2025-11-03 00:58:04
SHP-000979,BAT-000194,WH-0109,OUT-0287,2024-02-10 12:23:05,2024-02-13 16:23:05,SafeShip Pharma,VH-5300,1.3,6.7,2.7,48.7,delivered,RT-0113,4164.8,2024-02-10 10:23:05
SHP-000980,BAT-002876,WH-0075,WH-0137,2024-12-29 00:29:44,2024-12-31 05:29:44,PharmaLogix,VH-3076,2.0,6.3,5.3,36.1,delivered,RT-0167,4330.8,2024-12-28 06:29:44
SHP-000981,BAT-001542,WH-0074,OUT-0427,2025-03-27 18:19:40,2025-03-29 21:19:40,ArcticLine Shipping,VH-9699,5.2,10.9,9.1,52.1,delivered,RT-0123,3190.4,2025-03-27 17:19:40
SHP-000982,BAT-000469,WH-0059,WH-0020,2023-06-27 16:50:19,2023-06-30 19:50:19,CryoShip Int'l,VH-7187,2.9,6.3,4.1,68.4,in_transit,RT-0060,1666.6,2023-06-26 18:50:19
SHP-000983,BAT-001038,WH-0043,OUT-0045,2023-05-13 03:51:12,2023-05-14 16:51:12,VitalMove Corp,VH-2027,-1.9,4.0,1.0,34.8,rejected,RT-0109,2326.5,2023-05-12 18:51:12
